,_id,name,category_code,number_of_employees,founded_year,city,location,latitude,longitude,total_money_raised ($k)
6030,"{""$oid"": ""52cdef7d4bab8bd67529951a""}",HelpMeTy,hardware,16.0,2006.0,New Brighton,"{'type': 'Point', 'coordinates': [-93.190885, 45.045772]}",45.045772,-93.190885,0.0
6031,"{""$oid"": ""52cdef7d4bab8bd675299519""}",YellowSpaces,web,1.0,2008.0,New York,"{'type': 'Point', 'coordinates': [-73.990024, 40.739867]}",40.739867,-73.990024,0.0
6032,"{""$oid"": ""52cdef7d4bab8bd675299517""}",KDDI,mobile,,2000.0,Tokyo,,Invalid lat long,Invalid lat long,0.0
6032,"{""$oid"": ""52cdef7d4bab8bd675299517""}",KDDI,mobile,,2000.0,San Francisco,,Invalid lat long,Invalid lat long,0.0
6033,"{""$oid"": ""52cdef7d4bab8bd67529951c""}",AccuConference,games_video,,2002.0,Ft Worth,"{'type': 'Point', 'coordinates': [-97.416646, 32.724783]}",32.724783,-97.416646,0.0
6034,"{""$oid"": ""52cdef7d4bab8bd67529951e""}",Swell Pregnancy Guide,public_relations,12.0,2004.0,Tempe,"{'type': 'Point', 'coordinates': [-111.968932, 33.420952]}",33.420952,-111.968932,0.0
6035,"{""$oid"": ""52cdef7d4bab8bd675299516""}",SoftBank,mobile,,1981.0,Tokyo,,Invalid lat long,Invalid lat long,0.0
6036,"{""$oid"": ""52cdef7d4bab8bd67529951d""}",Politics4All,web,6.0,2006.0,Montgomery,"{'type': 'Point', 'coordinates': [-86.236985, 32.358311]}",32.358311,-86.236985,0.0
6036,"{""$oid"": ""52cdef7d4bab8bd67529951d""}",Politics4All,web,6.0,2006.0,Auburn,"{'type': 'Point', 'coordinates': [-85.481811, 32.618316]}",32.618316,-85.481811,0.0
6037,"{""$oid"": ""52cdef7d4bab8bd67529951f""}",Tubefilter,games_video,12.0,2008.0,Los Angeles,"{'type': 'Point', 'coordinates': [-118.350486, 34.070436]}",34.070436,-118.350486,0.0
6038,"{""$oid"": ""52cdef7d4bab8bd675299520""}",RealTravel,network_hosting,,,Los Altos,"{'type': 'Point', 'coordinates': [-122.102339, 37.395335]}",37.395335,-122.102339,1800.0
6039,"{""$oid"": ""52cdef7d4bab8bd675299522""}",911 security cameras,consulting,19.0,1997.0,Houston,"{'type': 'Point', 'coordinates': [-96.728381, 32.909123]}",32.909123,-96.728381,0.0
6040,"{""$oid"": ""52cdef7d4bab8bd675299521""}",EventOrb,public_relations,1.0,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
6041,"{""$oid"": ""52cdef7d4bab8bd675299523""}",Skwibble,web,,,Los Angeles,"{'type': 'Point', 'coordinates': [-118.243425, 34.052187]}",34.052187,-118.243425,0.0
6042,"{""$oid"": ""52cdef7d4bab8bd675299525""}",Ecolect,cleantech,3.0,2007.0,San Francisco,"{'type': 'Point', 'coordinates': [-122.410111, 37.776769]}",37.776769,-122.410111,0.0
6042,"{""$oid"": ""52cdef7d4bab8bd675299525""}",Ecolect,cleantech,3.0,2007.0,Providence,"{'type': 'Point', 'coordinates': [-71.441418, 41.817973]}",41.817973,-71.441418,0.0
6043,"{""$oid"": ""52cdef7d4bab8bd675299524""}",Spellspace,web,2.0,2008.0,Lake Arrowhead,"{'type': 'Point', 'coordinates': [-117.11359, 34.265641]}",34.265641,-117.11359,0.0
6044,"{""$oid"": ""52cdef7d4bab8bd675299527""}",MuchMoreLearning,other,1.0,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
6045,"{""$oid"": ""52cdef7d4bab8bd675299528""}",joozip,other,2.0,2008.0,Madison,"{'type': 'Point', 'coordinates': [-89.530448, 43.028539]}",43.028539,-89.530448,0.0
6046,"{""$oid"": ""52cdef7d4bab8bd675299529""}",WebSpace 4 Rent,network_hosting,1.0,1997.0,JACKSONVILLE,"{'type': 'Point', 'coordinates': [-81.6555, 30.3318]}",30.3318,-81.6555,0.0
6047,"{""$oid"": ""52cdef7d4bab8bd67529952a""}",MAPS Capital Management,consulting,25.0,2007.0,San Ramon,,Invalid lat long,Invalid lat long,0.0
6048,"{""$oid"": ""52cdef7d4bab8bd675299526""}",WireLoad,public_relations,,2006.0,Mountain View,"{'type': 'Point', 'coordinates': [-122.073003, 37.400465]}",37.400465,-122.073003,0.0
6049,"{""$oid"": ""52cdef7d4bab8bd67529952d""}",fliply,advertising,4.0,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
6050,"{""$oid"": ""52cdef7d4bab8bd67529952c""}",IndieMundo,games_video,2.0,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
6051,"{""$oid"": ""52cdef7d4bab8bd675299531""}",Plainpeak Inc,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
6052,"{""$oid"": ""52cdef7d4bab8bd67529952f""}",Insyde,advertising,7.0,2000.0,Delft,"{'type': 'Point', 'coordinates': [4.3532861, 52.0112727]}",52.0112727,4.3532861,0.0
6053,"{""$oid"": ""52cdef7d4bab8bd67529952e""}",1 to 101,search,1.0,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
6054,"{""$oid"": ""52cdef7d4bab8bd67529952b""}",Ambient Devices,mobile,,2001.0,NoOffice,,Invalid lat long,Invalid lat long,10300.0
6055,"{""$oid"": ""52cdef7d4bab8bd675299530""}",Localist,web,7.0,2010.0,Baltimore,,Invalid lat long,Invalid lat long,300.0
6056,"{""$oid"": ""52cdef7d4bab8bd675299533""}",J-Curve Technologies,other,100.0,2006.0,Phoenix,"{'type': 'Point', 'coordinates': [-111.99253, 33.451235]}",33.451235,-111.99253,0.0
6057,"{""$oid"": ""52cdef7d4bab8bd675299534""}",Hyper9,software,,2006.0,Austin,"{'type': 'Point', 'coordinates': [-97.753163, 30.387353]}",30.387353,-97.753163,15200.0
6058,"{""$oid"": ""52cdef7d4bab8bd675299532""}",WorldMate,mobile,30.0,2000.0,San Francisco,,Invalid lat long,Invalid lat long,8510.0
6058,"{""$oid"": ""52cdef7d4bab8bd675299532""}",WorldMate,mobile,30.0,2000.0,Lod,,Invalid lat long,Invalid lat long,8510.0
6059,"{""$oid"": ""52cdef7d4bab8bd675299536""}",UltiZen,games_video,,2005.0,Shanghai,,Invalid lat long,Invalid lat long,15500.0
6060,"{""$oid"": ""52cdef7d4bab8bd67529953c""}",RefGene,biotech,,2008.0,San Diego,,Invalid lat long,Invalid lat long,0.0
6061,"{""$oid"": ""52cdef7d4bab8bd67529953b""}",School Shift,web,,2008.0,NoCity,,Invalid lat long,Invalid lat long,0.0
6062,"{""$oid"": ""52cdef7d4bab8bd675299538""}",ScottTV,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
6063,"{""$oid"": ""52cdef7d4bab8bd67529953d""}",Room FT,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
6064,"{""$oid"": ""52cdef7d4bab8bd675299535""}",Koolanoo Group,web,280.0,2005.0,Beijing,"{'type': 'Point', 'coordinates': [116.395833, 39.905556]}",39.905556,116.395833,32000.0
6065,"{""$oid"": ""52cdef7d4bab8bd675299539""}",GeekTech,web,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
6066,"{""$oid"": ""52cdef7d4bab8bd675299537""}",Interspire,software,50.0,2003.0,"Surry Hills, NSW","{'type': 'Point', 'coordinates': [151.21231, -33.878684]}",-33.878684,151.21231,0.0
6066,"{""$oid"": ""52cdef7d4bab8bd675299537""}",Interspire,software,50.0,2003.0,Austin,"{'type': 'Point', 'coordinates': [-97.758639, 30.303746]}",30.303746,-97.758639,0.0
6067,"{""$oid"": ""52cdef7d4bab8bd67529953a""}",Cazoodle,web,6.0,2006.0,Champaign,"{'type': 'Point', 'coordinates': [-88.239866, 40.090814]}",40.090814,-88.239866,1200.0
6068,"{""$oid"": ""52cdef7d4bab8bd67529953f""}",Real Media,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
6069,"{""$oid"": ""52cdef7d4bab8bd675299540""}",Africaincorp Media Network,other,10.0,2008.0,Abidjan,"{'type': 'Point', 'coordinates': [-4.0305, 5.332]}",5.332,-4.0305,0.0
6070,"{""$oid"": ""52cdef7d4bab8bd675299542""}",Recommnd,web,1.0,2007.0,Stamford,"{'type': 'Point', 'coordinates': [-73.537671, 41.058558]}",41.058558,-73.537671,0.0
6071,"{""$oid"": ""52cdef7d4bab8bd675299543""}",LivePlace,games_video,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
6072,"{""$oid"": ""52cdef7d4bab8bd675299544""}",Deadline Hollywood Daily,web,,2006.0,Inglewood,,Invalid lat long,Invalid lat long,0.0
6073,"{""$oid"": ""52cdef7d4bab8bd675299541""}",RoyaltyShare,public_relations,,2005.0,San Diego,"{'type': 'Point', 'coordinates': [-117.200035, 32.893366]}",32.893366,-117.200035,11500.0
6074,"{""$oid"": ""52cdef7d4bab8bd675299545""}",TheWrap,news,5.0,2008.0,Santa Monica,,Invalid lat long,Invalid lat long,3500.0
6075,"{""$oid"": ""52cdef7d4bab8bd675299547""}",CTdeveloping,software,2.0,2002.0,Encinitas,"{'type': 'Point', 'coordinates': [-117.2793685, 33.052083]}",33.052083,-117.2793685,0.0
6076,"{""$oid"": ""52cdef7d4bab8bd675299546""}",MobileAware,mobile,50.0,2000.0,Boston,"{'type': 'Point', 'coordinates': [-6.280957, 53.342648]}",53.342648,-6.280957,6960.0
6076,"{""$oid"": ""52cdef7d4bab8bd675299546""}",MobileAware,mobile,50.0,2000.0,Windsor,,Invalid lat long,Invalid lat long,6960.0
6076,"{""$oid"": ""52cdef7d4bab8bd675299546""}",MobileAware,mobile,50.0,2000.0,Dublin,,Invalid lat long,Invalid lat long,6960.0
6077,"{""$oid"": ""52cdef7d4bab8bd675299549""}",IMATRIX,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
6078,"{""$oid"": ""52cdef7d4bab8bd67529954b""}",Bridgevest eSolutions,software,5.0,2007.0,Rotterdam,"{'type': 'Point', 'coordinates': [4.475797, 51.916547]}",51.916547,4.475797,0.0
6079,"{""$oid"": ""52cdef7d4bab8bd67529954c""}",Social Sample Inc,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
6080,"{""$oid"": ""52cdef7d4bab8bd675299548""}",InstallFree,software,,2006.0,Raanana,,Invalid lat long,Invalid lat long,11500.0
6080,"{""$oid"": ""52cdef7d4bab8bd675299548""}",InstallFree,software,,2006.0,Stamford,"{'type': 'Point', 'coordinates': [-73.550452, 41.073034]}",41.073034,-73.550452,11500.0
6081,"{""$oid"": ""52cdef7d4bab8bd67529954a""}",Indwell Consultancy,consulting,25.0,2005.0,Hyderabad,,Invalid lat long,Invalid lat long,0.0
6082,"{""$oid"": ""52cdef7d4bab8bd67529954d""}",NookNetwork LLC,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
6083,"{""$oid"": ""52cdef7d4bab8bd67529954e""}",Corporate Buyers Guide,other,6.0,2005.0,West Hazleton,"{'type': 'Point', 'coordinates': [-76.0295113, 40.9778551]}",40.9778551,-76.0295113,0.0
6084,"{""$oid"": ""52cdef7d4bab8bd67529954f""}",Polity Research,web,2.0,2002.0,Reading,,Invalid lat long,Invalid lat long,0.0
6085,"{""$oid"": ""52cdef7d4bab8bd675299550""}",tish-o,public_relations,20.0,2007.0,Istanbul,,Invalid lat long,Invalid lat long,0.0
6086,"{""$oid"": ""52cdef7d4bab8bd675299552""}",Neil Kaplan,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
6087,"{""$oid"": ""52cdef7d4bab8bd675299551""}",Tessera,enterprise,,,San Jose,,Invalid lat long,Invalid lat long,0.0
6088,"{""$oid"": ""52cdef7d4bab8bd675299553""}",Classtell,web,1.0,2008.0,Toronto,"{'type': 'Point', 'coordinates': [-79.411513, 43.769574]}",43.769574,-79.411513,0.0
6089,"{""$oid"": ""52cdef7d4bab8bd675299555""}",Purewire,enterprise,40.0,2007.0,Atlanta,"{'type': 'Point', 'coordinates': [-84.380568, 33.852384]}",33.852384,-84.380568,4750.0
6090,"{""$oid"": ""52cdef7d4bab8bd675299556""}",Mivanti Systems,search,3.0,2007.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
6091,"{""$oid"": ""52cdef7d4bab8bd67529953e""}",IntelePeer,enterprise,,2003.0,San Mateo,"{'type': 'Point', 'coordinates': [-122.326141, 37.536394]}",37.536394,-122.326141,41100.0
6091,"{""$oid"": ""52cdef7d4bab8bd67529953e""}",IntelePeer,enterprise,,2003.0,Denver,"{'type': 'Point', 'coordinates': [-105.008551, 39.755363]}",39.755363,-105.008551,41100.0
6092,"{""$oid"": ""52cdef7d4bab8bd675299554""}",Mentor Graphics,software,4000.0,1981.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
6093,"{""$oid"": ""52cdef7d4bab8bd675299559""}",Dedication Group,consulting,,2007.0,Sydney,"{'type': 'Point', 'coordinates': [151.213328, -33.888821]}",-33.888821,151.213328,0.0
6094,"{""$oid"": ""52cdef7d4bab8bd67529955b""}",UEatCheap,other,,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
6095,"{""$oid"": ""52cdef7d4bab8bd675299558""}",WebEx,web,,,Santa Clara,"{'type': 'Point', 'coordinates': [-121.97325, 37.387534]}",37.387534,-121.97325,0.0
6096,"{""$oid"": ""52cdef7d4bab8bd67529955d""}",trafficology,web,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
6097,"{""$oid"": ""52cdef7d4bab8bd67529955e""}",Zikbay,ecommerce,1.0,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
6098,"{""$oid"": ""52cdef7d4bab8bd67529955a""}",magnify360,public_relations,35.0,2005.0,Los Angeles,"{'type': 'Point', 'coordinates': [-118.38823, 33.946285]}",33.946285,-118.38823,2500.0
6099,"{""$oid"": ""52cdef7d4bab8bd67529955c""}",CO2Stats,cleantech,,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
6100,"{""$oid"": ""52cdef7d4bab8bd675299557""}",Charles Schwab,,,,San Francisco,,Invalid lat long,Invalid lat long,6180.0
6101,"{""$oid"": ""52cdef7d4bab8bd67529955f""}",Orinea,web,5.0,2008.0,Paris,"{'type': 'Point', 'coordinates': [2.3249952, 48.8785721]}",48.8785721,2.3249952,0.0
6101,"{""$oid"": ""52cdef7d4bab8bd67529955f""}",Orinea,web,5.0,2008.0,"Casablanca, Maroc","{'type': 'Point', 'coordinates': [-7.6332257, 33.5922469]}",33.5922469,-7.6332257,0.0
6102,"{""$oid"": ""52cdef7d4bab8bd675299562""}",jee carnot,cleantech,15.0,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
6103,"{""$oid"": ""52cdef7d4bab8bd675299561""}",TheWebService,web,12.0,2008.0,Worcester,"{'type': 'Point', 'coordinates': [-2.26681, 52.232349]}",52.232349,-2.26681,0.0
6104,"{""$oid"": ""52cdef7d4bab8bd675299563""}",Red Wolf Online,software,6.0,2007.0,Toronto,"{'type': 'Point', 'coordinates': [-79.458419, 43.70452]}",43.70452,-79.458419,0.0
6105,"{""$oid"": ""52cdef7d4bab8bd675299565""}",AtomFilms,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
6106,"{""$oid"": ""52cdef7d4bab8bd675299560""}",StrikeIron,enterprise,,2003.0,Cary,,Invalid lat long,Invalid lat long,12800.0
6107,"{""$oid"": ""52cdef7d4bab8bd675299566""}",Sedna Communications,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
6108,"{""$oid"": ""52cdef7d4bab8bd675299568""}",Director,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
6109,"{""$oid"": ""52cdef7d4bab8bd675299567""}",Millform,mobile,10.0,2008.0,Therwil,"{'type': 'Point', 'coordinates': [8.527005, 47.377663]}",47.377663,8.527005,0.0
6110,"{""$oid"": ""52cdef7d4bab8bd675299564""}",Recommind,enterprise,,2000.0,San Francisco,"{'type': 'Point', 'coordinates': [-122.404904, 37.796903]}",37.796903,-122.404904,15000.0
6111,"{""$oid"": ""52cdef7d4bab8bd675299569""}",IMPnow,web,5.0,2007.0,Hollywood,"{'type': 'Point', 'coordinates': [-80.147944, 26.02617]}",26.02617,-80.147944,0.0
6112,"{""$oid"": ""52cdef7d4bab8bd67529956a""}",Infovoom,ecommerce,2.0,,Houston,"{'type': 'Point', 'coordinates': [-95.454441, 29.754839]}",29.754839,-95.454441,0.0
6113,"{""$oid"": ""52cdef7d4bab8bd67529956f""}",Clinical Micro Sensors,,,,Pasadena,,Invalid lat long,Invalid lat long,0.0
6114,"{""$oid"": ""52cdef7d4bab8bd675299570""}",Insight Medical Healthcare Information Systems,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
6115,"{""$oid"": ""52cdef7d4bab8bd675299571""}",Huntington Memorial Research Institute,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
6116,"{""$oid"": ""52cdef7d4bab8bd67529956e""}",PSIMED Corporation,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
6117,"{""$oid"": ""52cdef7d4bab8bd67529956d""}",ReddiNet,hardware,,,Los Angeles,,Invalid lat long,Invalid lat long,0.0
6118,"{""$oid"": ""52cdef7d4bab8bd67529956c""}",MOBI Technologies,hardware,,2003.0,Culver City,"{'type': 'Point', 'coordinates': [-118.3900204, 34.0236878]}",34.0236878,-118.3900204,0.0
6119,"{""$oid"": ""52cdef7d4bab8bd67529956b""}",TwitterCounter,web,1.0,2008.0,Amsterdam,"{'type': 'Point', 'coordinates': [4.8926529, 52.3644743]}",52.3644743,4.8926529,0.0
6120,"{""$oid"": ""52cdef7d4bab8bd675299572""}",MediaVast,,,1999.0,New York,,Invalid lat long,Invalid lat long,15000.0
6121,"{""$oid"": ""52cdef7d4bab8bd675299574""}",Captainad,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
6122,"{""$oid"": ""52cdef7d4bab8bd675299576""}",Pironet,software,,1995.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
6123,"{""$oid"": ""52cdef7d4bab8bd675299578""}",ProjectX Technology,search,5.0,2005.0,Wellington,"{'type': 'Point', 'coordinates': [174.774093, -41.2902]}",-41.2902,174.774093,0.0
6124,"{""$oid"": ""52cdef7d4bab8bd675299579""}",Directed Edge,web,,2008.0,Berlin,,Invalid lat long,Invalid lat long,15.0
6125,"{""$oid"": ""52cdef7d4bab8bd67529957a""}",Upshot Institute,other,5.0,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
6126,"{""$oid"": ""52cdef7d4bab8bd675299577""}",SMBLive,enterprise,,2005.0,Reston,"{'type': 'Point', 'coordinates': [-77.334293, 38.942964]}",38.942964,-77.334293,0.0
6126,"{""$oid"": ""52cdef7d4bab8bd675299577""}",SMBLive,enterprise,,2005.0,London,"{'type': 'Point', 'coordinates': [-0.124569, 51.51299]}",51.51299,-0.124569,0.0
6127,"{""$oid"": ""52cdef7d4bab8bd675299573""}",Centrify,network_hosting,160.0,2004.0,Sunnyvale,"{'type': 'Point', 'coordinates': [-122.080843, 37.390918]}",37.390918,-122.080843,52000.0
6128,"{""$oid"": ""52cdef7d4bab8bd675299575""}",Widgetlabs,public_relations,,2007.0,Cologne,"{'type': 'Point', 'coordinates': [6.941006, 50.9470981]}",50.9470981,6.941006,109.0
6129,"{""$oid"": ""52cdef7d4bab8bd67529957c""}",HotCourses,advertising,320.0,1998.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
6130,"{""$oid"": ""52cdef7d4bab8bd67529957e""}",Jazztel,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
6131,"{""$oid"": ""52cdef7d4bab8bd67529957b""}",Phrazit,web,3.0,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
6132,"{""$oid"": ""52cdef7d4bab8bd67529957d""}",BCC Research,consulting,150.0,1971.0,Wellesley,"{'type': 'Point', 'coordinates': [-71.277748, 42.299209]}",42.299209,-71.277748,0.0
6133,"{""$oid"": ""52cdef7d4bab8bd67529957f""}",Amerifun,other,50.0,1997.0,Wichita,"{'type': 'Point', 'coordinates': [-97.364138, 37.612231]}",37.612231,-97.364138,0.0
6134,"{""$oid"": ""52cdef7d4bab8bd675299580""}",Likewise Software,software,50.0,2004.0,Bellevue,"{'type': 'Point', 'coordinates': [-122.135282, 47.582658]}",47.582658,-122.135282,10000.0
6135,"{""$oid"": ""52cdef7d4bab8bd675299581""}",OntologyCentral,consulting,0.0,,NoOffice,,Invalid lat long,Invalid lat long,0.0
6136,"{""$oid"": ""52cdef7d4bab8bd675299584""}",People and Pages,software,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
6137,"{""$oid"": ""52cdef7d4bab8bd675299585""}",MeetCast,web,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
6138,"{""$oid"": ""52cdef7d4bab8bd675299586""}",JobSyndicate,web,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
6139,"{""$oid"": ""52cdef7d4bab8bd675299582""}",GoldMic,network_hosting,,,New York,"{'type': 'Point', 'coordinates': [-73.9884, 40.731392]}",40.731392,-73.9884,0.0
6140,"{""$oid"": ""52cdef7d4bab8bd675299583""}",Integrate,software,120.0,2010.0,Scottsdale,"{'type': 'Point', 'coordinates': [-74.0353787, 40.7481039]}",40.7481039,-74.0353787,34800.0
6140,"{""$oid"": ""52cdef7d4bab8bd675299583""}",Integrate,software,120.0,2010.0,Denver,,Invalid lat long,Invalid lat long,34800.0
6140,"{""$oid"": ""52cdef7d4bab8bd675299583""}",Integrate,software,120.0,2010.0,San Francisco,,Invalid lat long,Invalid lat long,34800.0
6140,"{""$oid"": ""52cdef7d4bab8bd675299583""}",Integrate,software,120.0,2010.0,Hopkinton,,Invalid lat long,Invalid lat long,34800.0
6141,"{""$oid"": ""52cdef7d4bab8bd675299587""}",Frogmetrics,web,,2008.0,Brooklyn,"{'type': 'Point', 'coordinates': [-73.9555369, 40.7286261]}",40.7286261,-73.9555369,0.0
6142,"{""$oid"": ""52cdef7d4bab8bd675299588""}",Snipd,games_video,2.0,2008.0,Palo Alto,"{'type': 'Point', 'coordinates': [-122.159928, 37.437328]}",37.437328,-122.159928,15.0
6142,"{""$oid"": ""52cdef7d4bab8bd675299588""}",Snipd,games_video,2.0,2008.0,Austin,"{'type': 'Point', 'coordinates': [-97.745209, 30.268735]}",30.268735,-97.745209,15.0
6143,"{""$oid"": ""52cdef7d4bab8bd67529958a""}",Axiom Software,software,7.0,2003.0,Reston,"{'type': 'Point', 'coordinates': [-77.342896, 38.947914]}",38.947914,-77.342896,0.0
6144,"{""$oid"": ""52cdef7d4bab8bd67529958b""}",OpenZine,network_hosting,,2008.0,Coral Gables,"{'type': 'Point', 'coordinates': [-80.235886, 25.726688]}",25.726688,-80.235886,0.0
6145,"{""$oid"": ""52cdef7d4bab8bd67529958d""}",ModernMethod,games_video,47.0,1999.0,Miami,"{'type': 'Point', 'coordinates': [-80.18874, 25.817674]}",25.817674,-80.18874,0.0
6146,"{""$oid"": ""52cdef7d4bab8bd675299589""}",BackType,advertising,,2008.0,San Francisco,,Invalid lat long,Invalid lat long,1320.0
6147,"{""$oid"": ""52cdef7d4bab8bd67529958e""}",Pioco,mobile,54.0,2006.0,Shanghai,"{'type': 'Point', 'coordinates': [121.475, 31.222222]}",31.222222,121.475,0.0
6148,"{""$oid"": ""52cdef7d4bab8bd675299594""}",Sandburg Village,,,,NoOffice,,Invalid lat long,Invalid lat long,0.0
6149,"{""$oid"": ""52cdef7d4bab8bd67529958c""}",Koofers,education,9.0,2008.0,Blacksburg,"{'type': 'Point', 'coordinates': [-80.4164606, 37.2322135]}",37.2322135,-80.4164606,7000.0
6149,"{""$oid"": ""52cdef7d4bab8bd67529958c""}",Koofers,education,9.0,2008.0,Ashburn,,Invalid lat long,Invalid lat long,7000.0
6150,"{""$oid"": ""52cdef7d4bab8bd675299592""}",HitMeLater,web,,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
6151,"{""$oid"": ""52cdef7d4bab8bd675299595""}",East Bank Club,,,1980.0,Chicago,,Invalid lat long,Invalid lat long,0.0
6152,"{""$oid"": ""52cdef7d4bab8bd675299590""}",Native Instinct,web,,2004.0,San Francisco,"{'type': 'Point', 'coordinates': [-122.393528, 37.781021]}",37.781021,-122.393528,0.0
6153,"{""$oid"": ""52cdef7d4bab8bd675299591""}",CI Sense,search,1.0,2008.0,Montreal,"{'type': 'Point', 'coordinates': [-73.580424, 45.502556]}",45.502556,-73.580424,0.0
6154,"{""$oid"": ""52cdef7d4bab8bd675299596""}",1Cast,games_video,,2006.0,Kirkland,"{'type': 'Point', 'coordinates': [-122.205614, 47.656975]}",47.656975,-122.205614,0.0
6155,"{""$oid"": ""52cdef7d4bab8bd675299593""}",SDH Interactive,advertising,5.0,2007.0,Fort Lauderdale,"{'type': 'Point', 'coordinates': [-80.3817739, 26.1223623]}",26.1223623,-80.3817739,0.0
6156,"{""$oid"": ""52cdef7d4bab8bd67529958f""}",Innotas,software,,2000.0,San Francisco,"{'type': 'Point', 'coordinates': [-122.3993979, 37.787722]}",37.787722,-122.3993979,21300.0
6157,"{""$oid"": ""52cdef7d4bab8bd675299598""}",Inkspin1,hardware,12.0,2007.0,Tallinn,"{'type': 'Point', 'coordinates': [24.658767, 59.397629]}",59.397629,24.658767,0.0
6158,"{""$oid"": ""52cdef7d4bab8bd67529959a""}",Statzen,web,2.0,2008.0,NoOffice,,Invalid lat long,Invalid lat long,0.0
6159,"{""$oid"": ""52cdef7d4bab8bd675299599""}",Neteller,other,,1996.0,Douglas,,Invalid lat long,Invalid lat long,0.0
6160,"{""$oid"": ""52cdef7d4bab8bd67529959c""}",LINK Development,software,,1996.0,"Maadi, Cairo",,Invalid lat long,Invalid lat long,0.0
6160,"{""$oid"": ""52cdef7d4bab8bd67529959c""}",LINK Development,software,,1996.0,Riyadh,,Invalid lat long,Invalid lat long,0.0
